4.480030075482819688e-08 6.313491299995491330e-08 8.956889806282357355e-09
4.091402193498384740e-08 7.235843446086757383e-08 8.407237081741207159e-09
1.575381078901590758e-08 8.117928748950821235e-08 9.705626129872924008e-09
1.246049168423102979e-07 1.152554254713845308e-07 -1.872632220889312319e-08
2.245980751996459515e-09 9.224884052833591048e-08 1.264469689280769541e-08
-2.187221140523696000e-08 9.567950209891619048e-08 3.876508196455545273e-08
-5.166516607849721639e-08 1.014953080020426618e-07 3.628486700334984089e-08
-5.358873165141113269e-08 9.223060254814036433e-08 5.318675366564321801e-09
-5.394840361665972593e-08 8.602414904714736369e-08 -3.108353426112897667e-09
-5.309836052301271472e-08 8.415104901800011452e-08 7.234423339150063560e-09
-4.973620464094193160e-08 7.832808044131267293e-08 9.224378124096034454e-09
-4.683681511689242777e-08 7.016760383632311485e-08 7.888535612208794977e-09
-4.187526163052696826e-08 5.888030529052051833e-08 7.594879343651631926e-09
-3.728777360556712081e-08 4.569493358873303101e-08 5.761882414981422418e-09
4.311336685735188100e-08 3.838346504113967522e-08 5.440215489812638242e-09
6.509196447605108481e-08 8.107328733528365508e-08 1.286693658980106651e-08
6.931048372681907507e-08 9.580237336790258288e-08 1.777927174645870714e-08
7.079563810861326585e-08 1.058084647165086170e-07 2.407013919903325202e-08
6.961383714616385468e-08 1.133288999079765967e-07 2.624346813205750455e-08
7.104558626381413560e-08 1.203991640574703163e-07 2.622525765306640997e-08
7.108109917747198571e-08 1.321448483396962646e-07 3.048037856672010582e-08
6.942044912566060321e-08 1.414963029280498178e-07 3.200891002290611021e-08
6.247824030347658802e-08 1.465192116569671326e-07 3.346383772470084125e-08
6.476229568158342365e-08 1.546326729875595583e-07 1.723998213251567589e-08
7.528529211502662682e-08 1.713420674506545670e-07 -2.964830167317891720e-08
2.214374441790488771e-08 1.759084040000853111e-07 -6.909562027853653768e-08
-1.555024327358044027e-08 1.558226763291235399e-07 -2.933684711150756709e-08
1.190268378425198584e-08 1.455829730878672494e-07 2.249878047729446758e-08
-8.081112313324508961e-08 1.205640530011999021e-07 1.065812449644274835e-07
1.379534164468611167e-07 1.700186091435130236e-07 9.834839429939630364e-08
-1.373072926786224193e-08 1.519426779883990857e-07 3.342652252056319433e-08
-3.762533196279854560e-08 1.430088336682662831e-07 -2.174278035531448671e-08
-7.498744823243716212e-08 1.284271511050321725e-07 -2.135605500635866686e-08
-8.286824569241913969e-08 1.258525480081645078e-07 1.744038626376442191e-08
-7.729856704474823490e-08 1.295230881173395696e-07 4.625009511479325450e-08
-8.507160390122158711e-08 1.373538326832340332e-07 4.339506277737842935e-08
-8.628598033197385382e-08 1.318874649838443696e-07 1.575953198405038933e-08
